sampling_round,collector,time,date,AM_PM,temperature,wind_max,wind_avg,cloud_cover,block,G,treatment,group,flower_genus,flower_species,notes,unique_ID,sex,group_edit,group_analysis,plot,pollinator_group
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9027,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9028,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9029,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9030,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9031,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9032,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9033,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9034,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9035,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9036,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9037,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9038,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9039,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9040,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9041,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9042,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9043,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9044,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9045,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9046,,Apis mellifera,Apis,CH,Honeybee
3,SG,12:19,9/2/18,AM,26.7,9.4,5.4,95,3,8,poplar,Apis mellifera,grass leaved gr,,,GLBRC_p_9047,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9086,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9087,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9088,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9089,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9090,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9091,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9092,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9093,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9094,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9095,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9096,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9097,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9098,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9099,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9100,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9101,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9102,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9103,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9104,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9105,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9106,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9107,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9108,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9109,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9110,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9111,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9112,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9113,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9114,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9115,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9116,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9117,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9118,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9119,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9120,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9121,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9122,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9123,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9124,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9125,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9126,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9127,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9128,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9129,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9130,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9131,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9132,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9133,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9134,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9135,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9136,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9137,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9138,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9139,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9140,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9141,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9142,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9143,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9144,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9145,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9146,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9147,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9148,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9149,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9150,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9151,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9152,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9153,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9154,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9155,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9156,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9157,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9158,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9159,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9160,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9161,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9162,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9163,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9164,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9165,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9166,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9167,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9168,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9169,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9170,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9171,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9172,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9173,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9174,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9175,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9176,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9177,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9178,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9179,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9180,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9181,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9182,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9183,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9184,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9185,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9186,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9187,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9188,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9189,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9190,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9191,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9192,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9193,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9194,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9195,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9196,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9197,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9198,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9199,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9200,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9201,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9202,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9203,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9204,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9205,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9206,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9207,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9208,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9209,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9210,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9211,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9212,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9213,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9214,,Apis mellifera,Apis,CH,Honeybee
3,SG,15:01,9/2/18,PM,30.7,3.4,2.1,80,3,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_9215,,Apis mellifera,Apis,CH,Honeybee
